id,lot_frontage,lot_area,neighborhood,overall_qual,year_built,year_remod_add,mas_vnr_area,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,heating_qc,electrical,1st_flr_sf,2nd_flr_sf,gr_liv_area,bsmt_full_bath,full_bath,half_bath,kitchen_qual,totrms_abvgrd,fireplaces,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,saleprice,mas_vnr_type_BrkFace,mas_vnr_type_None,mas_vnr_type_Stone,exterior_2nd_AsphShn,exterior_2nd_Brk Cmn,exterior_2nd_BrkFace,exterior_2nd_CBlock,exterior_2nd_CmentBd,exterior_2nd_HdBoard,exterior_2nd_ImStucc,exterior_2nd_MetalSd,exterior_2nd_Plywood,exterior_2nd_Stone,exterior_2nd_Stucco,exterior_2nd_VinylSd,exterior_2nd_Wd Sdng,exterior_2nd_Wd Shng,exterior_1st_AsphShn,exterior_1st_BrkComm,exterior_1st_BrkFace,exterior_1st_CBlock,exterior_1st_CemntBd,exterior_1st_HdBoard,exterior_1st_ImStucc,exterior_1st_MetalSd,exterior_1st_Plywood,exterior_1st_Stone,exterior_1st_Stucco,exterior_1st_VinylSd,exterior_1st_Wd Sdng,exterior_1st_WdShing
313,68.0,12328,2,6,1976,1976,335.0,3,3,3,6,539.0,3,4,1034,0,1034,1.0,1,0,3,6,0,1976.0,1,3.0,888.0,3,2,0,0,169900,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,68.0,8930,1,6,1978,1978,0.0,0,0,0,0,0.0,3,4,1318,584,1902,0.0,2,0,3,8,0,1978.0,1,2.0,539.0,3,2,0,0,112000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
81,81.0,9672,2,6,1984,1985,0.0,4,3,1,6,338.0,3,4,1097,0,1097,0.0,2,0,3,6,0,1986.0,1,2.0,480.0,3,2,0,0,152000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2389,120.0,13975,4,9,2005,2006,525.0,4,3,3,1,0.0,5,4,1117,1089,2206,0.0,2,1,5,10,1,2005.0,3,3.0,670.0,3,2,148,95,300000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
280,94.0,7819,0,6,1976,1976,0.0,3,3,3,5,422.0,3,4,1117,0,1117,1.0,1,0,3,6,1,1976.0,1,2.0,672.0,3,2,144,0,107000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
190,60.0,11340,0,4,1885,1950,0.0,3,3,1,1,0.0,4,4,1246,1044,2290,0.0,2,0,3,11,0,1971.0,1,2.0,560.0,3,0,0,0,122500,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2371,21.0,1680,0,6,1972,1972,504.0,3,3,1,5,276.0,3,4,483,465,948,0.0,1,1,3,5,0,1972.0,1,1.0,264.0,3,2,0,0,89000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,65.0,6001,1,6,1940,1950,0.0,2,3,1,2,368.0,5,4,600,319,919,0.0,1,0,3,5,0,1940.0,1,1.0,231.0,3,2,0,0,95000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1864,78.0,11700,2,6,1968,1968,41.0,3,3,1,1,0.0,5,4,1152,0,1152,1.0,1,1,3,7,0,1968.0,2,2.0,412.0,3,2,0,126,143450,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
37,102.0,12858,4,9,2009,2010,162.0,5,3,1,1,0.0,5,4,1627,707,2334,0.0,2,1,5,10,1,2009.0,3,3.0,751.0,3,2,144,133,376162,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
146,73.0,9300,1,5,1960,1960,324.0,3,3,1,3,697.0,3,4,1264,0,1264,1.0,1,0,3,6,2,1960.0,1,2.0,461.0,3,2,0,0,167500,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
809,64.0,7018,2,5,1979,1979,275.0,4,3,3,6,1086.0,3,4,1224,0,1224,2.0,0,2,3,6,2,1979.0,1,2.0,528.0,3,2,120,0,153337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
767,54.0,6629,0,6,1925,1950,0.0,3,3,1,4,551.0,3,4,697,672,1369,1.0,2,0,3,6,0,1930.0,1,1.0,300.0,3,2,147,0,103600,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
262,75.0,10650,3,5,1976,1976,0.0,3,4,3,2,182.0,3,4,894,0,894,1.0,1,0,3,5,0,1976.0,1,1.0,308.0,3,2,365,0,128200,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,68.0,2117,4,6,2000,2000,216.0,4,3,1,6,378.0,5,4,769,804,1573,0.0,2,1,4,5,0,2000.0,1,2.0,440.0,3,2,0,32,177500,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
48,105.0,13650,4,8,2002,2002,232.0,4,3,4,6,578.0,5,4,1687,563,2250,1.0,2,1,4,7,1,2002.0,3,3.0,756.0,3,2,238,130,320000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
489,42.0,8433,2,6,2000,2000,0.0,4,3,1,6,683.0,5,4,819,695,1514,1.0,2,1,3,7,1,2000.0,3,2.0,394.0,3,2,0,72,190000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2369,21.0,1680,0,6,1971,1971,236.0,3,3,1,1,0.0,3,4,672,546,1218,0.0,1,1,3,7,0,0.0,0,0.0,0.0,0,0,201,0,91500,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
707,50.0,6000,0,5,1954,1954,0.0,3,3,1,1,0.0,3,3,811,576,1387,0.0,2,0,4,7,0,1954.0,1,1.0,256.0,3,2,0,0,93000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1556,50.0,8500,0,4,1920,1950,0.0,3,3,1,1,0.0,3,4,649,668,1317,0.0,1,0,3,6,0,1920.0,1,1.0,250.0,2,0,0,54,40000,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2034,60.0,6882,0,6,1914,2006,0.0,3,3,1,1,0.0,3,4,773,582,1355,0.0,1,1,4,7,0,0.0,0,0.0,0.0,0,2,136,0,127000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
308,66.0,8712,0,4,1896,1950,0.0,3,3,1,1,0.0,4,4,952,0,952,0.0,1,0,3,5,0,1896.0,2,1.0,330.0,3,0,0,0,50138,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2176,68.0,7917,0,6,1976,1976,174.0,3,4,1,4,751.0,3,4,1113,0,1113,1.0,1,1,3,6,1,1987.0,2,1.0,504.0,4,2,370,30,148000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1549,71.0,6900,0,5,1940,1955,0.0,3,3,1,5,403.0,5,4,778,0,778,0.0,1,0,3,4,1,1966.0,3,1.0,924.0,5,2,0,25,120500,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
909,60.0,9900,1,6,1940,1950,0.0,3,3,1,1,0.0,3,4,944,545,1489,0.0,2,0,3,7,1,1940.0,1,1.0,240.0,3,2,335,0,139500,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
892,86.0,13286,0,9,2007,2008,340.0,5,3,1,6,1234.0,5,4,1698,0,1698,1.0,2,0,5,8,1,2007.0,3,3.0,768.0,3,2,327,64,320000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2045,107.0,12888,1,7,1937,1980,0.0,3,3,1,5,288.0,3,4,1262,1005,2267,1.0,1,1,3,7,2,1937.0,3,2.0,498.0,3,2,521,0,219000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2927,68.0,8885,2,5,1983,1983,0.0,4,3,3,4,301.0,3,4,902,0,902,1.0,1,0,3,5,0,1983.0,1,2.0,484.0,3,2,164,0,131000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1732,62.0,8857,2,6,2006,2006,0.0,4,3,1,1,0.0,5,4,738,757,1495,0.0,2,1,4,7,1,2006.0,2,2.0,440.0,3,2,100,30,171925,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
998,53.0,14137,2,5,1996,1997,0.0,4,3,1,6,450.0,4,4,1384,0,1384,1.0,2,0,4,7,0,1996.0,1,2.0,404.0,3,2,0,39,177900,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2203,53.0,6720,3,6,1921,1950,0.0,3,3,1,1,0.0,3,4,851,585,1436,0.0,1,0,3,7,1,1992.0,1,1.0,228.0,3,2,184,0,141500,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
356,60.0,7500,2,6,1998,1999,0.0,4,3,1,6,476.0,4,4,952,684,1636,1.0,2,1,3,7,1,1998.0,3,2.0,440.0,3,2,0,84,191000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2475,63.0,13072,2,6,2004,2004,0.0,4,3,1,5,941.0,5,4,1158,0,1158,1.0,1,1,4,5,0,2006.0,1,2.0,576.0,3,2,0,50,158000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2264,67.0,10656,3,8,2006,2007,274.0,4,3,3,1,0.0,5,4,1646,0,1646,0.0,2,0,4,6,1,2007.0,2,3.0,870.0,3,2,192,80,248900,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2201,60.0,7200,1,5,1937,1950,252.0,4,3,1,5,569.0,5,4,981,787,1768,1.0,1,1,4,7,2,1939.0,1,1.0,240.0,3,2,0,0,175000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2545,80.0,8800,1,6,1965,2000,0.0,3,3,2,5,901.0,5,4,1565,0,1565,1.0,2,0,4,7,2,1965.0,2,1.0,299.0,3,2,200,25,185900,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2660,60.0,10800,0,7,1914,1970,0.0,4,3,2,3,390.0,2,4,880,888,1768,0.0,1,1,3,6,2,1914.0,1,2.0,320.0,3,0,0,341,163000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2882,50.0,9000,0,5,1951,1951,0.0,3,3,2,1,0.0,3,4,1060,336,1396,0.0,2,0,3,8,0,0.0,0,0.0,0.0,0,2,0,0,115000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1379,80.0,13014,1,6,1978,1978,39.0,3,3,3,5,528.0,3,4,1096,0,1096,1.0,1,0,3,6,1,1978.0,1,2.0,484.0,3,2,168,0,157500,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
491,68.0,15896,2,7,1999,1999,210.0,4,3,1,5,913.0,5,4,1223,1089,2312,1.0,2,1,4,8,1,1999.0,3,3.0,658.0,3,2,298,0,245000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1002,41.0,5395,4,8,1993,1993,0.0,4,3,1,6,733.0,4,4,1337,0,1337,1.0,2,0,4,5,1,1993.0,2,2.0,462.0,3,2,96,0,180000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1848,68.0,5105,4,7,2004,2004,0.0,4,3,1,6,239.0,5,4,551,551,1102,0.0,2,1,4,4,0,2004.0,1,2.0,480.0,3,2,0,60,148800,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1455,75.0,9473,3,8,2002,2002,0.0,4,3,1,6,804.0,5,4,1128,903,2031,1.0,2,1,4,7,1,2002.0,2,2.0,577.0,3,2,0,211,237000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
908,60.0,8400,1,2,1920,1950,0.0,3,2,1,3,290.0,3,2,438,0,438,0.0,1,0,2,3,0,1930.0,1,1.0,246.0,3,0,0,0,60000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1490,64.0,12102,0,5,1976,1976,222.0,4,4,4,5,456.0,5,4,1033,0,1033,0.0,1,0,3,6,0,1976.0,2,2.0,504.0,3,2,224,0,165000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1465,41.0,10905,3,7,2003,2003,0.0,4,3,1,1,0.0,5,4,1129,1198,2327,0.0,2,1,4,9,1,2003.0,2,2.0,596.0,3,2,0,57,240000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1627,68.0,9556,2,7,1992,1993,52.0,4,3,1,1,0.0,4,4,1187,0,1187,0.0,2,0,4,6,0,1992.0,2,2.0,420.0,3,2,0,21,160000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2849,58.0,6430,1,6,1945,1950,0.0,3,3,3,4,780.0,3,2,816,524,1340,1.0,1,0,3,6,0,1945.0,1,1.0,440.0,3,2,0,0,128000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1501,65.0,6040,0,4,1955,1955,0.0,0,0,0,0,0.0,3,1,1152,0,1152,0.0,2,0,2,6,0,0.0,0,0.0,0.0,0,0,0,0,82000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
626,80.0,14695,1,6,1966,2008,210.0,3,3,1,5,1387.0,4,4,1567,0,1567,1.0,2,0,4,5,2,1966.0,1,2.0,542.0,3,2,0,110,256000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
722,50.0,9000,0,7,1920,1988,0.0,3,3,1,5,624.0,5,4,832,650,1482,0.0,1,0,3,7,0,1930.0,1,2.0,324.0,3,2,0,0,143000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2260,67.0,8368,3,7,2006,2007,0.0,4,3,1,1,0.0,5,4,1689,0,1689,0.0,2,0,4,7,0,2007.0,3,2.0,433.0,3,2,100,39,231713,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1639,195.0,41600,2,5,1969,1990,0.0,4,3,4,5,1047.0,3,4,1424,0,1424,1.0,1,1,3,7,0,1969.0,1,3.0,828.0,3,0,144,0,155000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1603,59.0,6490,2,5,1983,1983,0.0,3,3,1,6,534.0,5,4,816,0,816,0.0,1,0,3,4,0,1983.0,1,1.0,264.0,3,2,315,0,128500,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1520,60.0,7290,1,7,1921,1950,174.0,3,3,1,1,0.0,5,4,1424,0,1424,0.0,2,0,3,7,1,1921.0,1,1.0,312.0,3,2,0,0,168000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1665,68.0,7472,1,7,1972,2004,138.0,3,3,1,5,626.0,4,4,725,754,1479,1.0,1,1,4,7,0,1972.0,3,2.0,484.0,3,2,0,32,184000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2635,70.0,7000,1,5,1962,1962,0.0,3,3,3,5,953.0,3,4,1025,0,1025,1.0,1,0,3,6,0,0.0,0,0.0,0.0,0,2,96,80,124000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
581,68.0,11717,2,6,1970,1970,571.0,3,3,1,1,0.0,3,4,1442,0,1442,0.0,2,0,3,6,1,1970.0,2,2.0,615.0,3,2,371,0,185000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2435,106.0,11194,2,8,2000,2000,40.0,4,3,1,1,0.0,5,4,1454,482,1936,0.0,2,1,4,7,1,2000.0,2,2.0,504.0,3,2,188,124,230500,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2799,90.0,11250,3,7,1998,1998,227.0,4,3,2,5,796.0,5,4,1070,869,1939,0.0,2,1,4,8,1,1998.0,2,3.0,555.0,3,2,128,84,227000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
883,64.0,8633,3,6,2005,2005,0.0,4,3,1,6,193.0,5,4,738,738,1476,1.0,2,1,4,7,0,2005.0,3,2.0,540.0,3,2,100,35,173500,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2537,70.0,8400,1,5,1968,1968,0.0,4,3,4,6,744.0,4,4,898,0,898,1.0,1,0,3,6,0,1968.0,2,1.0,326.0,3,2,143,0,140000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1120,87.0,10037,4,8,2006,2007,0.0,5,3,1,6,666.0,5,4,1460,0,1460,0.0,2,0,4,6,1,2006.0,3,2.0,480.0,3,2,0,20,247000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
